Category,Location,Map,Names,Permit
[u'\r\n\t\t\t\tType: Grocery Store \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t601 EDGEWOOD ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=601 EDGEWOOD ST NE WASHINGTON, DC 20017",ALMAALA FARMS,?a=inspections&permitID=147695
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1400 INDEPENDENCE AVE SW SPC 9 WASHINGTON, DC 20250']","http://maps.google.com/maps?q=1400 INDEPENDENCE AVE SW WASHINGTON, DC 20250",ALMAH'S SMOOTHIES,?a=inspections&permitID=147783
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1212 U ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1212 U ST NW WASHINGTON, DC 20009",ALPHONSE ITALIAN MARKET & OSTERIA,?a=inspections&permitID=172804
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t465 K ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=465 K ST NW WASHINGTON, DC 20001",ALTA STRADA,?a=inspections&permitID=188436
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1790 COLUMBIA RD NW Washington, DC 20009']","http://maps.google.com/maps?q=1790 COLUMBIA RD NW Washington, DC 20009",ALVOLO OSTERIA,?a=inspections&permitID=188906
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3661 GEORGIA AVE NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=3661 GEORGIA AVE NW WASHINGTON, DC 20010",AMANUEL MARKET,?a=inspections&permitID=3097
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1369 NEW YORK AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1369 NEW YORK AVE NE WASHINGTON, DC 20002",AMAVI,?a=inspections&permitID=189268
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t523 8TH ST SE Washington, DC 20003']","http://maps.google.com/maps?q=523 8TH ST SE Washington, DC 20003",AMBAR (n),?a=inspections&permitID=147346
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1907 9TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1907 9TH ST NW WASHINGTON, DC 20001",AMBASSADOR RESTAURANT,?a=inspections&permitID=6905
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1907 9TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1907 9TH ST NW WASHINGTON, DC 20001",AMBASSADOR RESTAURANT,?a=inspections&permitID=2277
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3111 K ST NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=3111 K ST NW WASHINGTON, DC 20007",AMC THEATERS GEORGETOWN,?a=inspections&permitID=2858
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5300 WISCONSIN AVE NW Washington, DC 20016']","http://maps.google.com/maps?q=5300 WISCONSIN AVE NW Washington, DC 20016",AMC THEATRES MAZZA GALLERIE 7,?a=inspections&permitID=3521
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3426 CONNECTICUT AVE NW WASHINGTON, DC 20008']","http://maps.google.com/maps?q=3426 CONNECTICUT AVE NW WASHINGTON, DC 20008",AMC THEATRES UPTOWN 1,?a=inspections&permitID=3034
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1540 BENNING RD NE Washington, DC 20002']","http://maps.google.com/maps?q=1540 BENNING RD NE Washington, DC 20002",AMERICA'S BEST  WINGS,?a=inspections&permitID=147321
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3746 10TH ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3746 10TH ST NE WASHINGTON, DC 20017",AMERICA'S BEST WINGS,?a=inspections&permitID=188013
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4524 BENNING RD SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=4524 BENNING RD SE WASHINGTON, DC 20019",AMERICA'S BEST WINGS,?a=inspections&permitID=6220
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2863 ALABAMA AVE SE Washington, DC 20020']","http://maps.google.com/maps?q=2863 ALABAMA AVE SE Washington, DC 20020",AMERICA'S BEST WINGS,?a=inspections&permitID=7084
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t50 MASSACHUSETTS AVE NE SPC 209 WASHINGTON, DC 20002']","http://maps.google.com/maps?q=50 MASSACHUSETTS AVE NE WASHINGTON, DC 20002",AMERICA'S! SPIRIT,?a=inspections&permitID=172942
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t50 MASSACHUSETTS AVE NE SPC 209 WASHINGTON, DC 20002']","http://maps.google.com/maps?q=50 MASSACHUSETTS AVE NE WASHINGTON, DC 20002",AMERICA'S! SPIRIT,?a=inspections&permitID=1053
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t50 MASSACHUSETTS AVE NE SPC 209 WASHINGTON, DC 20002']","http://maps.google.com/maps?q=50 MASSACHUSETTS AVE NE WASHINGTON, DC 20002",AMERICA'S! SPIRIT,?a=inspections&permitID=148200
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5532 CONNECTICUT AVE NW Washington, DC 20015']","http://maps.google.com/maps?q=5532 CONNECTICUT AVE NW Washington, DC 20015",AMERICAN CITY DINER,?a=inspections&permitID=3573
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t917 V ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=917 V ST NW WASHINGTON, DC 20001",AMERICAN ICE COMPANY  (n),?a=inspections&permitID=5408
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t224 D ST SE Washington, DC 20003']","http://maps.google.com/maps?q=224 D ST SE Washington, DC 20003",AMERICAN LEGION,?a=inspections&permitID=4221
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4300 NEBRASKA AVE NW Washington, DC 20016']","http://maps.google.com/maps?q=4300 NEBRASKA AVE NW Washington, DC 20016",AMERICAN UNIVERSITY WASHINGTON COLLEGE OF LAW,?a=inspections&permitID=188219
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t401 I ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=401 I ST SW WASHINGTON, DC 20024",AMIDON-BOWEN ELEMENTARY SCHOOL,?a=inspections&permitID=93310
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t401 I ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=401 I ST SW WASHINGTON, DC 20024",AMIDON-BOWEN ELEMENTARY SCHOOL,?a=inspections&permitID=4686
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t906 F ST NW WASHINGTON, DC 20004']","http://maps.google.com/maps?q=906 F ST NW WASHINGTON, DC 20004",AMORINI PANINI (d),?a=inspections&permitID=5249
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t14152 Catbird DR Gainsville, MD 20015']","http://maps.google.com/maps?q=14152 Catbird DR Gainsville, MD 20015",AMORINI PANINI (d),?a=inspections&permitID=147385
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1830 14TH ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1830 14TH ST NW WASHINGTON, DC 20009",AMSTERDAM FALAFEL SHOP,?a=inspections&permitID=188641
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1830 14TH ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1830 14TH ST NW WASHINGTON, DC 20009",AMSTERDAM FALAFEL SHOP,?a=inspections&permitID=172288
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u""\r\n\t\t\t\t429 L'ENFANT PLZ SW SPC 420 WASHINGTON, DC 20024""]","http://maps.google.com/maps?q=429 L'ENFANT PLZ SW WASHINGTON, DC 20024",AMSTERDAM FALAFEL SHOP,?a=inspections&permitID=173041
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2425 18TH ST NW WASHINGTON, DC 20006']","http://maps.google.com/maps?q=2425 18TH ST NW WASHINGTON, DC 20006",AMSTERDAM FALAFELSHOP,?a=inspections&permitID=172369
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1208 U ST NW Washington, DC 20009']","http://maps.google.com/maps?q=1208 U ST NW Washington, DC 20009",AMSTERDAM LOUNGE,?a=inspections&permitID=187713
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t720 I ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=720 I ST NW WASHINGTON, DC 20001",AN UNCOMMON CAFE,?a=inspections&permitID=5719
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1800 G ST NW WASHINGTON, DC 20006']","http://maps.google.com/maps?q=1800 G ST NW WASHINGTON, DC 20006",AN UNCOMMON CAFE,?a=inspections&permitID=2137
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1361 NEW YORK AVE NE Washington, DC 20002']","http://maps.google.com/maps?q=1361 NEW YORK AVE NE Washington, DC 20002",ANA 'S WHOLESALE,?a=inspections&permitID=698
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1361 NEW YORK AVE NE Washington, DC 20002']","http://maps.google.com/maps?q=1361 NEW YORK AVE NE Washington, DC 20002",ANA 'S WHOLESALE,?a=inspections&permitID=5145
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1361 NEW YORK AVE NE Washington, DC 20002']","http://maps.google.com/maps?q=1361 NEW YORK AVE NE Washington, DC 20002",ANA 'S WHOLESALE,?a=inspections&permitID=698
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1361 NEW YORK AVE NE Washington, DC 20002']","http://maps.google.com/maps?q=1361 NEW YORK AVE NE Washington, DC 20002",ANA 'S WHOLESALE,?a=inspections&permitID=5145
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1361 NEW YORK AVE NE Washington, DC 20002']","http://maps.google.com/maps?q=1361 NEW YORK AVE NE Washington, DC 20002",ANA 'S WHOLESALE,?a=inspections&permitID=698
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1361 NEW YORK AVE NE Washington, DC 20002']","http://maps.google.com/maps?q=1361 NEW YORK AVE NE Washington, DC 20002",ANA 'S WHOLESALE - Deli,?a=inspections&permitID=699
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3217 GEORGIA AVE NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=3217 GEORGIA AVE NW WASHINGTON, DC 20010",ANA'S SALVADOREAN & MEXICAN FOOD,?a=inspections&permitID=187282
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1303 GOOD HOPE RD SE Washington, DC 20019']","http://maps.google.com/maps?q=1303 GOOD HOPE RD SE Washington, DC 20019",ANACOSTIA MARKET,?a=inspections&permitID=4115
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1601 16TH ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1601 16TH ST SE WASHINGTON, DC 20020",ANACOSTIA SENIOR HIGH SCHOOL,?a=inspections&permitID=93293
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1601 16TH ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1601 16TH ST SE WASHINGTON, DC 20020",ANACOSTIA SENIOR HIGH SCHOOL,?a=inspections&permitID=6034
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1601 16TH ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1601 16TH ST SE WASHINGTON, DC 20020",ANACOSTIA SENIOR HIGH SCHOOL,?a=inspections&permitID=4689
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2501 PENNSYLVANIA AVE SE Washington, DC 20020']","http://maps.google.com/maps?q=2501 PENNSYLVANIA AVE SE Washington, DC 20020",ANACOSTIA SHELL,?a=inspections&permitID=147851
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 LAWRENCE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 LAWRENCE ST NE WASHINGTON, DC 20017",ANCHOR MENTAL HEALTH ASSOCIATION,?a=inspections&permitID=532
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 LAWRENCE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 LAWRENCE ST NE WASHINGTON, DC 20017",ANCHOR MENTAL HEALTH ASSOCIATION,?a=inspections&permitID=4870
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 LAWRENCE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 LAWRENCE ST NE WASHINGTON, DC 20017",ANCHOR MENTAL HEALTH ASSOCIATION,?a=inspections&permitID=532
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 LAWRENCE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 LAWRENCE ST NE WASHINGTON, DC 20017",ANCHOR MENTAL HEALTH ASSOCIATION,?a=inspections&permitID=4870
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 LAWRENCE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 LAWRENCE ST NE WASHINGTON, DC 20017",ANCHOR MENTAL HEALTH ASSOCIATION,?a=inspections&permitID=532
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 LAWRENCE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 LAWRENCE ST NE WASHINGTON, DC 20017",ANCHOR MENTAL HEALTH ASSOCIATION,?a=inspections&permitID=4870
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t600 NEW HAMPSHIRE AVE NW WASHINGTON, DC 20037']","http://maps.google.com/maps?q=600 NEW HAMPSHIRE AVE NW WASHINGTON, DC 20037",ANCORA RESTAURANT,?a=inspections&permitID=147407
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t308 KENNEDY ST NW Washington, DC 20011']","http://maps.google.com/maps?q=308 KENNEDY ST NW Washington, DC 20011",ANDRENE'S CARIBBEAN & SOUL FOOD CARRYOUT,?a=inspections&permitID=2845
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5001 GEORGIA AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=5001 GEORGIA AVE NW WASHINGTON, DC 20011",ANDY'S CARRYOUT,?a=inspections&permitID=6125
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5001 GEORGIA AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=5001 GEORGIA AVE NW WASHINGTON, DC 20011",ANDY'S CARRYOUT,?a=inspections&permitID=3419
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t209 NEW YORK AVE NW WASHINGTON, DC 20016']","http://maps.google.com/maps?q=209 NEW YORK AVE NW WASHINGTON, DC 20016",ANDY'S CARRYOUT,?a=inspections&permitID=2460
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2313 WISCONSIN AVE NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=2313 WISCONSIN AVE NW WASHINGTON, DC 20007",ANGELICO PIZZA,?a=inspections&permitID=5136
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3205 MOUNT PLEASANT ST NW Washington, DC 20010']","http://maps.google.com/maps?q=3205 MOUNT PLEASANT ST NW Washington, DC 20010",ANGELICO PIZZERIA,?a=inspections&permitID=2903
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7311 GEORGIA AVE NW Washington, DC 20012']","http://maps.google.com/maps?q=7311 GEORGIA AVE NW Washington, DC 20012",ANGELICO PIZZERIA,?a=inspections&permitID=3845
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4529 WISCONSIN AVE NW Washington, DC 20016']","http://maps.google.com/maps?q=4529 WISCONSIN AVE NW Washington, DC 20016",ANGELICO PIZZERIA,?a=inspections&permitID=3322
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t550 PENN ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=550 PENN ST NE WASHINGTON, DC 20002",ANGELIKA POP-UP,?a=inspections&permitID=172540
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2339 18TH ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=2339 18TH ST NW WASHINGTON, DC 20009",ANGLES BAR & BILLIARDS (n),?a=inspections&permitID=2610
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3845 SOUTH CAPITOL ST SW WASHINGTON, DC 20032']","http://maps.google.com/maps?q=3845 SOUTH CAPITOL ST SW WASHINGTON, DC 20032",ANITA MINOR CATERER,?a=inspections&permitID=147610
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1320 19TH ST NW Washington, DC 20036']","http://maps.google.com/maps?q=1320 19TH ST NW Washington, DC 20036",ANKARA RESTAURANT,?a=inspections&permitID=187372
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1240 UPSHUR ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=1240 UPSHUR ST NW WASHINGTON, DC 20011",ANNIE'S ACE HARDWARE,?a=inspections&permitID=6784
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3405 8TH ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3405 8TH ST NE WASHINGTON, DC 20017",ANNIE'S ACE HARDWARE BROOKLAND,?a=inspections&permitID=188010
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1609 17th ST NW WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1609 17th ST NW WASHINGTON, DC 20003",ANNIE'S PARAMOUNT STEAK HOUSE,?a=inspections&permitID=7236
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3301 12TH ST NE Washington, DC 20017']","http://maps.google.com/maps?q=3301 12TH ST NE Washington, DC 20017",ANOTHER CUP OF  DREAMS,?a=inspections&permitID=173205
[u'\r\n\t\t\t\tType: Grocery Store \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1458 PARK RD NW Washington, DC 20010']","http://maps.google.com/maps?q=1458 PARK RD NW Washington, DC 20010",ANTOJITOS CECIBEL,?a=inspections&permitID=173043
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1458 PARK RD NW Washington, DC 20010']","http://maps.google.com/maps?q=1458 PARK RD NW Washington, DC 20010",ANTOJITOS CECIBEL,?a=inspections&permitID=147951
[u'\r\n\t\t\t\tType: Grocery Store \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1458 PARK RD NW Washington, DC 20010']","http://maps.google.com/maps?q=1458 PARK RD NW Washington, DC 20010",ANTOJITOS CECIBEL,?a=inspections&permitID=1837
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3503 14TH ST NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=3503 14TH ST NW WASHINGTON, DC 20010",ANTOJITOS SALVADORENOS,?a=inspections&permitID=187938
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t300 FLORIDA AVE NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=300 FLORIDA AVE NW WASHINGTON, DC 20001",ANXO CIDERY & PINTOXOS BAR,?a=inspections&permitID=188996
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2013 I ST NW Washington, DC 20006']","http://maps.google.com/maps?q=2013 I ST NW Washington, DC 20006",APERTO,?a=inspections&permitID=189128
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1924 9TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1924 9TH ST NW WASHINGTON, DC 20001",APPIOO RESTAURANT,?a=inspections&permitID=172294
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5910 GEORGIA AVE NW Washington, DC 20011']","http://maps.google.com/maps?q=5910 GEORGIA AVE NW Washington, DC 20011",APPLE CARRYOUT,?a=inspections&permitID=3613
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t801 7TH ST SW Washington, DC 20001']","http://maps.google.com/maps?q=801 7TH ST SW Washington, DC 20001",APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,?a=inspections&permitID=173065
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t138 12TH ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=138 12TH ST NE WASHINGTON, DC 20002",APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,?a=inspections&permitID=6278
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t320 21ST ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=320 21ST ST NE WASHINGTON, DC 20002",APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,?a=inspections&permitID=6035
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2750 14TH ST NW Washington, DC 20009']","http://maps.google.com/maps?q=2750 14TH ST NW Washington, DC 20009",APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,?a=inspections&permitID=4935
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2011 SAVANNAH ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2011 SAVANNAH ST SE WASHINGTON, DC 20020",APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,?a=inspections&permitID=6045
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2017 SAVANNAH TER SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2017 SAVANNAH TER SE WASHINGTON, DC 20020",APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL,?a=inspections&permitID=6044
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t655 K ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=655 K ST NW WASHINGTON, DC 20001",APRONS HOSPITALITY MANAGEMENT,?a=inspections&permitID=172648
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2025 E ST NW Washington, DC 20001']","http://maps.google.com/maps?q=2025 E ST NW Washington, DC 20001",ARC CAFE  2025,?a=inspections&permitID=2439
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4300 HAREWOOD RD NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=4300 HAREWOOD RD NE WASHINGTON, DC 20017",ARCHBISHOP CARROLL HIGH SCHOOL,?a=inspections&permitID=187407
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4300 HAREWOOD RD NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=4300 HAREWOOD RD NE WASHINGTON, DC 20017",ARCHBISHOP CARROLL HIGH SCHOOL,?a=inspections&permitID=172781
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4300 HAREWOOD RD NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=4300 HAREWOOD RD NE WASHINGTON, DC 20017",ARCHBISHOP CARROLL HIGH SCHOOL,?a=inspections&permitID=4700
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1520 K ST NW Washington, DC 20005']","http://maps.google.com/maps?q=1520 K ST NW Washington, DC 20005",ARCHIBALD'S/ FAST EDDIE'S BILLIARD CAFE,?a=inspections&permitID=4760
